"","�..V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","opp","rid","RISN","Q_TotalDuration","isNew","viga","eid","V","uig","cintid","ProjectToken","Field","gc","term","LS","Q35","MascotSupport_1","MascotSupport_2","MascotSupport_3","MascotSupport_4","MascotSupport_5","MascotSupport2_1","MascotSupport2_2","MascotSupport2_3","MascotSupport2_4","MascotSupport2_5","MascotSupport2_6","MascotSupport2_7","MascotSupport2_8","MascotSupport2_9","MascotSupport2_10","Invis1_1","Invis1_2","Invis1_3","Invis2_1","Invis2_2","Invis2_3","Invis2_4","Invis2_5","Invis3_1","Invis3_2","Invis3_3","Invis3_4","Invis3_5","Invis3_6","Invis3_7","Invis3_8","Invis3_9","Invis4_1","Invis4_2","Invis4_3","Invis4_4","Invis4_5","Invis4_6","Invis4_7","Invis5_1","Invis5_2","Invis5_3","Invis5_4","Invis5_5","Invis5_6","Invis5_7","Invis5_8","Invis5_9","Invis5_10","Invis5_11","Invis5_12","Invis5_13","Invis6_1","Invis6_2","Invis6_3","Invis6_4","Invis6_5","Invis6_6","Invis6_7","Invis6_8","Invis6_9","Invis6_10","Identity1_1","Identity1_2","Identity1_3","Identity1_4","Identity1_5","Identity1_6","Identity1_7","Identity2_1","Identity2_2","Identity2_3","Identity2_4","Identity3_1","Identity3_2","Identity3_3","Identity3_4","Identity4_1","Identity4_2","Identity4_3","Identity4_4","Identity5_1","Identity5_2","Identity6_1","Identity6_2","Identity6_3","Identity6_4","Identity7_1","Identity7_2","Identity7_3","Identity7_4","Identity7_5","Identity7_6","Identity7_7","Identity8_1","Identity8_2","Identity8_3","Identity8_4","Identity8_5","Identity8_6","Identity8_7","Identity9_1","Identity9_2","Identity9_3","Identity9_4","Identity9_5","Identity9_6","Identity9_7","Identity9_8","Identity9_9","Identity9_10","Identity9_11","Identity9_12","Identity9_13","Identity9_14","Identity9_15","Identity9_16","Identity9_17","Q29","Q29_TEXT","Q30","Q37","Q31","Q32","Q33","Q34","Q41_1","Q41_2","Q41_3","Q41_4","Q41_5","Q41_6","Q41_7","Q41_7_TEXT","Q26","Tribe","X","ValidResponse","Q28","Q42","Q24","Q25","Q18","Q19","Q20","Q21","Q27","Q40","Q22","Q23","Q38","Q36","LocationLatitude","LocationLongitude","LocationAccuracy","FilterOut","filter_."
"15","R_6fZB0D5ELR29CfL","Default Response Set","Anonymous",NA,NA,"99.104.162.131",0,"9/25/2019 17:36","9/25/2019 17:48",1,"Qual2790-0826NativeAmerican2","5d8bf9bb-0b2c-026a-9500-a4093d9e747f",NA,758,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,7,7,1,7,7,1,1,7,1,1,7,7,7,7,7,7,4,6,1,1,1,1,1,5,7,5,7,7,6,7,7,5,1,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,2,7,7,7,4,4,7,5,7,7,7,7,6,7,7,7,7,6,6,1,7,4,7,1,7,1,7,1,7,4,7,3,4,7,1,7,4,5,5,1,1,1,3,1,1,1,5,6,4,7,1,1,2,7,6,6,6,6,6,7,6,1,7,3,6,6,6,6,6,4,2,NA,12,"92701",2,5,1,5,NA,NA,NA,NA,NA,1,NA," ","Abenaki","Abanaki",NA,NA,1,0,5,1,1,1,3,1,1,NA,2,2," ",1,33.7539978,-117.8578033,-1,0,1
"382","R_1PRdLyOjrAUDYKH","Default Response Set","Anonymous",NA,NA,"98.3.68.224",0,"9/20/2019 8:09","9/20/2019 8:28",1,"Qual2790-0826NativeAmerican2","5d84dd73-50b7-61e0-a67f-9c37f925a6fc",NA,1128,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,3,5,4,5,6,6,5,3,3,3,3,3,4,3,6,5,5,5,4,4,4,3,3,4,5,5,5,5,5,4,4,5,4,5,5,5,5,4,5,5,4,4,5,5,4,5,5,5,2,5,5,5,3,5,3,3,3,5,5,5,4,3,4,6,5,5,4,3,5,5,6,4,6,3,6,3,6,5,3,6,3,5,4,5,5,5,5,5,3,4,2,5,5,4,3,4,4,4,4,4,5,1,1,4,1,1,1,1,1,1,3,1,1,1,2,1,1,1,2,NA,52,"14005",4,4,5,6,NA,NA,1,NA,NA,NA,NA," ","none",NA,NA,NA,0,0,1,0,0,2,4,3,0,0,4,3," ",1,42.91659546,-78.13420105,-1,0,1
"283","R_3KZy5jx4cNy7qIc","Default Response Set","Anonymous",NA,NA,"174.253.140.234",0,"10/14/2019 20:26","10/14/2019 20:39",1,"Qual2790-0826NativeAmerican2"," ",NA,778,TRUE," "," "," "," ","20c62eba-a7c8-df8b-2b3a-18ed6139697f",NA,NA,1," ","{Invalid Expression}",4,6,7,7,7,7,5,5,5,3,7,6,5,7,6,7,6,6,5,6,2,5,1,5,7,7,5,7,7,7,7,5,5,1,5,5,6,5,4,5,6,2,2,6,5,6,6,6,7,2,7,7,6,6,6,5,6,5,5,6,6,7,5,7,7,7,7,7,6,7,2,7,6,6,1,7,1,7,3,6,1,6,6,1,7,6,7,6,1,1,2,6,3,2,1,5,6,5,7,5,5,2,4,4,7,7,5,4,2,4,1,4,5,2,4,4,4,3,7,2,NA,26,"28901",5,4,2,5,NA,NA,NA,NA,NA,1,NA," ","Eastern Band of Cherokee Indians","Cherokee",NA,NA,1,1,7,1,1,1,1,2,1,NA,1,2," ",1,35.24259949,-80.74099731,-1,0,1
"967","R_3n3sxJJcVTeN5Em","Default Response Set","Anonymous",NA,NA,"97.120.195.182",0,"9/25/2019 13:09","9/25/2019 13:14",1,"Qual2790-0826NativeAmerican2","5d8bbb55-2b07-8596-ec20-2810000a7418",NA,312,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,7,7,4,6,6,5,5,5,5,6,6,6,6,4,3,6,6,7,4,6,6,4,4,6,5,7,7,6,6,6,6,6,7,5,5,6,7,6,6,6,4,4,6,6,6,7,5,5,6,7,6,6,7,7,4,4,5,7,6,5,6,6,6,4,7,6,7,4,7,2,7,4,6,5,6,6,6,5,5,6,7,6,4,7,6,6,4,5,4,4,7,7,7,5,6,6,5,6,7,5,6,7,4,3,6,6,5,7,6,4,5,5,6,5,5,4,5,5,1,NA,19,"97218",3,3,1,2,NA,NA,NA,NA,NA,1,NA," ","Navajo","Navajo",NA,NA,1,0,5,1,1,1,2,2,0,1,2,2,"No. This was a good survey.",1,45.51730347,-122.639801,-1,0,1
"700","R_1n0AS0notS3u8gZ","Default Response Set","Anonymous",NA,NA,"70.163.135.19",0,"9/25/2019 13:13","9/25/2019 13:31",1,"Qual2790-0826NativeAmerican2","5d8bbc35-f23b-b2ef-d1a2-83f4846a3bc9",NA,1062,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,4,4,4,4,4,4,6,1,5,4,4,1,4,4,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,6,4,6,4,4,4,4,4,3,4,4,4,4,4,4,6,3,5,5,4,4,4,3,4,4,4,1,6,1,6,4,4,4,4,4,4,4,4,4,4,3,2,5,5,2,3,2,3,4,4,3,4,4,4,3,4,4,4,3,4,4,2,2,4,4,4,4,2,3,3,4,2,NA,14,"85282",2,3,1,5,NA,NA,NA,NA,NA,1,NA," ","na",NA,NA,NA,0,0,4,1,0,2,2,2,0,0,2,2,"na",1,33.63380432,-112.2065964,-1,0,1
"1127","R_2Xh5wmHvHVRJRNX","Default Response Set","Anonymous",NA,NA,"24.185.8.215",0,"10/14/2019 16:29","10/14/2019 16:39",1,"Qual2790-0826NativeAmerican2","5da4f601-0ab7-a524-ed42-d9109036f72a",NA,542,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,6,7,3,5,6,2,2,5,2,3,5,6,5,6,6,5,3,3,5,5,5,5,1,6,6,4,5,2,5,5,3,4,3,3,6,5,4,4,5,5,5,6,6,5,4,5,4,6,1,6,5,5,3,4,4,5,4,2,5,3,4,6,6,6,6,5,4,6,7,3,6,2,6,2,7,2,7,4,4,3,1,6,6,4,6,6,5,6,1,2,4,2,3,1,2,6,7,6,2,4,6,6,6,5,5,5,6,5,5,5,6,5,5,5,6,5,4,5,1,NA,15,"85003",5,3,1,6,NA,NA,NA,NA,NA,1,NA," ","Navajo","Navajo",NA,NA,1,1,5,1,1,1,3,1,1,NA,1,2,"thank you",1,40.91769409,-73.89499664,-1,0,1
"1069","R_3fK6hkno8cEMF9T","Default Response Set","Anonymous",NA,NA,"89.187.164.84",0,"10/16/2019 3:43","10/16/2019 3:56",1,"Qual2790-0826NativeAmerican2","5da6e5d5-ed9e-0f4a-2dab-02c77ac95e23",NA,756,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,7,2,7,2,3,7,7,3,7,7,5,7,5,7,7,6,7,6,7,7,7,7,7,7,7,7,2,2,6,2,2,7,7,7,6,7,7,7,7,5,5,5,5,7,7,6,7,6,7,6,5,6,7,7,2,2,4,7,7,7,7,6,7,7,7,7,6,7,7,7,7,7,7,1,7,1,7,7,3,7,2,7,1,7,7,7,7,2,1,1,1,2,1,1,7,7,7,7,1,1,7,6,7,7,7,7,6,6,7,6,6,7,7,7,7,6,7,7,1,NA,17,"75043",5,1,1,4,NA,NA,NA,NA,NA,1,NA," ","Kiowa","Kiowa",NA,NA,1,1,5,1,1,1,3,1,1,NA,2,2,"Not at all, this is really good and will help me people feel better",1,32.77870178,-96.82170105,-1,0,1
"859","R_1Qucb29GUXCKlhZ","Default Response Set","Anonymous",NA,NA,"73.41.198.204",0,"10/15/2019 20:40","10/15/2019 20:57",1,"Qual2790-0826NativeAmerican2","5da682f6-6ffd-10a7-8202-dfe99c4d12d8",NA,1042,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,7,7,1,7,7,1,1,7,1,1,7,7,7,7,7,6,6,4,2,2,3,2,2,4,7,5,7,7,7,7,2,6,1,7,7,7,7,7,7,6,2,2,2,7,2,2,2,7,1,7,6,7,6,6,6,6,6,6,6,6,5,6,3,7,7,7,2,7,7,2,4,4,4,1,7,1,7,6,6,6,5,7,2,2,7,2,7,2,2,6,6,2,2,2,2,7,2,7,2,6,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,2,NA,14,"93710",3,4,3,4,NA,NA,NA,1,NA,1,NA," ","Lipan Apache","Apache",NA,NA,1,0,1,0,1,1,2,3,1,NA,2,3,"No",1,36.86129761,-119.7668991,-1,0,1
"975","R_3qDzfWozI1fvIfx","Default Response Set","Anonymous",NA,NA,"108.207.228.177",0,"9/19/2019 17:49","9/19/2019 18:06",1,"Qual2790-0826NativeAmerican2","5d8413e1-a8f6-6ec8-fe5d-68415eb3887b",NA,1035,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,1,1,7,1,1,7,7,1,7,7,1,1,1,1,1,2,2,2,5,5,4,5,2,4,4,2,3,3,3,3,3,3,4,3,4,3,4,3,3,4,4,4,4,5,4,5,4,5,4,6,4,4,3,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,5,6,5,6,2,6,3,6,4,4,4,4,6,2,4,5,5,5,4,4,4,4,3,3,4,4,5,4,5,4,4,5,3,4,5,3,4,3,4,3,3,5,4,4,4,4,5,4,4,1,NA,56,"67204",4,3,5,4,NA,NA,NA,NA,NA,1,NA," ","cherekee","Cherokee",NA,NA,0,0,4,1,1,1,2,2,1,NA,2,2,"none",1,37.66900635,-97.28019714,-1,0,1
"777","R_3qlmf5FS8Cmqi2T","Default Response Set","Anonymous",NA,NA,"98.200.11.49",0,"9/25/2019 19:24","9/25/2019 19:31",1,"Qual2790-0826NativeAmerican2","5d8c1330-7152-6b71-8779-1ac148c46c9f",NA,421,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,3,5,2,5,5,2,2,6,6,6,7,7,6,7,6,6,6,6,3,6,6,6,6,5,5,7,6,6,7,7,6,6,6,5,6,6,6,2,2,3,7,5,5,2,6,6,6,7,3,6,6,2,7,1,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,3,5,1,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,4,4,3,6,4,4,4,5,2,7,4,3,3,2,4,4,3,1,NA,23,"77033",5,4,1,1,NA,1,NA,NA,NA,NA,NA," ","Alabama coushatta","Muscogee Creek",NA,NA,1,1,4,1,1,1,4,2,1,NA,4,2,"No",1,29.79119873,-95.41819763,-1,0,1
"1162","R_RWuQ7ZoIqQkEPeN","Default Response Set","Anonymous",NA,NA,"68.187.72.71",0,"9/24/2019 21:30","9/24/2019 21:52",1,"Qual2790-0826NativeAmerican2","5d8adf41-d6e6-8636-44c1-6f830cc82a4d",NA,1306,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,6,6,2,6,7,2,3,6,2,2,5,5,6,6,6,7,6,6,6,5,5,6,2,6,7,6,5,6,6,6,6,5,2,5,6,6,5,6,5,6,6,6,6,7,7,6,6,7,2,7,6,7,6,3,6,6,6,6,5,5,5,5,7,7,7,7,5,6,7,2,7,1,7,1,7,1,7,6,2,6,2,7,1,6,7,6,7,2,2,2,2,2,2,2,5,7,7,7,5,6,6,5,6,5,5,5,5,6,6,6,7,5,6,6,6,5,6,6,2,NA,43,"54457",4,3,1,6,NA,NA,NA,NA,NA,1,NA," ","HO CHUNCK","Hochunk",NA,NA,1,1,6,1,0,1,3,2,1,NA,3,2,"THAT THIS WAS A VERY GOOD SURVEY",1,44.37469482,-89.80349731,-1,0,1
"345","R_1jiyexBtQkIcgZU","Default Response Set","Anonymous",NA,NA,"73.236.86.50",0,"10/25/2019 16:42","10/25/2019 16:52",1,"Qual2790-0826NativeAmerican2","5db37a2d-ae25-3323-b440-d1156a99db01",NA,608,FALSE," "," "," "," "," ",NA,2,1," ","{Invalid Expression}",4,6,6,2,6,6,1,6,1,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,2,6,2,6,3,3,3,6,6,6,6,6,6,6,2,2,2,3,2,6,6,6,7,6,6,6,6,6,4,7,5,4,4,7,6,4,3,6,4,5,7,4,6,4,4,2,NA,54,"15656",2,3,5,4,NA,NA,NA,NA,NA,1,NA," ","Mohawk","Mohawk",NA,NA,1,1,2,0,1,1,1,1,1,NA,4,3," ",1,40.63439941,-79.62010193,-1,0,1
"439","R_3KHJhVB6dqvSx1A","Default Response Set","Anonymous",NA,NA,"104.182.47.169",0,"9/25/2019 14:00","9/25/2019 14:13",1,"Qual2790-0826NativeAmerican2","5d8bc715-de69-a338-8cbe-c1b5924df2ec",NA,807,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,7,7,1,7,7,1,1,7,1,1,7,7,7,1,7,7,6,7,6,1,1,5,2,7,7,7,7,7,7,7,5,5,1,7,5,7,7,7,6,6,7,7,7,7,7,6,7,7,1,7,7,7,7,2,7,7,7,7,7,7,7,5,7,7,6,7,6,6,7,1,1,1,7,1,7,4,7,5,6,5,6,2,1,6,6,6,6,2,6,6,7,1,2,1,1,7,1,7,1,2,4,2,5,5,2,3,7,4,4,2,5,5,2,5,3,5,3,4,2,NA,17,"36106",4,3,3,4,NA,NA,NA,NA,NA,1,NA," ","Santee","Santee",NA,NA,0,1,4,1,1,1,4,2,1,NA,3,3," ",1,32.37359619,-86.1832962,-1,0,1
"94","R_2fHEjs8oRrpBeyZ","Default Response Set","Anonymous",NA,NA,"64.188.185.64",0,"10/24/2019 18:37","10/24/2019 18:48",1,"Qual2790-0826NativeAmerican2","5db243c4-3a7d-2580-3cf1-b522b4c5f12a",NA,604,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,6,4,5,4,4,4,2,4,4,4,4,4,5,5,4,4,4,4,6,7,6,3,5,1,7,1,7,4,5,7,4,4,3,5,6,5,4,4,1,6,4,2,2,2,3,5,3,5,1,4,4,3,3,7,3,3,4,2,3,2,3,2,3,3,4,5,2,2,2,NA,13,"75839",1,4,4,4,NA,NA,NA,NA,NA,1,NA," ","Cherokee","Cherokee",NA,NA,1,1,5,1,1,1,4,1,1,NA,3,2," ",1,31.75880432,-95.63420105,-1,0,1
"452","R_1DMtCAcGDlA43CG","Default Response Set","Anonymous",NA,NA,"174.255.65.252",0,"9/26/2019 13:58","9/26/2019 14:13",1,"Qual2790-0826NativeAmerican2","5d8d184e-8747-7546-04bd-68c999ceb51e",6017771,885,TRUE," "," ","H"," "," ",NA,NA,1," ","9105",4,6,7,1,7,6,1,1,6,2,1,7,7,7,6,6,5,5,5,6,1,6,6,2,5,6,6,7,6,7,4,5,6,1,4,6,5,6,5,4,6,6,3,4,6,6,6,4,6,2,6,5,6,5,6,6,5,5,2,4,3,5,6,6,7,6,4,7,4,7,2,6,2,7,2,6,2,6,4,4,4,4,4,3,6,6,5,6,1,3,3,2,3,2,2,4,6,4,6,4,4,2,7,4,7,5,5,5,6,6,3,6,3,4,5,5,4,5,5,2,NA,33,"14081",3,5,1,4,NA,NA,NA,NA,NA,NA,1,"Native","SENECA","Seneca",NA,NA,1,1,7,1,1,1,1,2,1,NA,1,2," ",1,42.99560547,-71.45480347,-1,0,1
"202","R_vZhNVxCaKvkANfX","Default Response Set","Anonymous",NA,NA,"45.46.80.153",0,"10/25/2019 8:18","10/25/2019 8:33",1,"Qual2790-0826NativeAmerican2","5db303f9-0af1-19a4-a574-f4bb7231ca5f",NA,953,TRUE," "," "," "," "," ",NA,2,1," ","{Invalid Expression}",4,1,2,2,2,5,5,5,1,4,4,4,2,6,6,1,3,3,6,5,1,2,5,3,2,5,2,7,7,7,7,6,7,1,7,5,6,7,6,6,5,5,2,5,7,7,4,6,7,2,7,7,7,6,1,6,6,7,3,5,6,6,6,5,5,3,6,6,6,6,2,6,2,6,4,6,1,6,1,6,1,6,7,2,6,7,6,6,2,2,2,5,1,3,3,5,2,1,5,2,5,2,1,1,4,4,1,2,4,2,1,1,4,1,2,1,5,1,1,2,NA,31,"14094",2,5,4,4,NA,NA,1,NA,NA,1,NA," ","Cherokee Powhatan","Cherokee",NA,NA,0,0,3,0,1,1,3,2,0,0,4,2," ",1,44.82269287,-68.80010223,-1,0,1
"597","R_1mmlhD8pGQ8PHk9","Default Response Set","Anonymous",NA,NA,"107.77.245.52",0,"9/21/2019 17:13","9/21/2019 17:57",1,"Qual2790-0826NativeAmerican2","5d86ade6-5aa8-f0d3-6ce0-0e1be0fc96a8",NA,2683,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,NA,1,NA,NA,1,NA,1,3,1,NA,NA,7,3,1,5,3,7,6,4,5,6,6,2,5,6,4,6,5,6,5,4,6,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,5,1,6,5,5,1,5,7,5,5,6,7,6,6,5,6,5,6,6,1,6,1,7,2,6,3,5,2,5,6,2,5,6,6,6,1,1,1,2,1,1,1,2,6,1,6,1,1,5,5,7,7,4,5,7,5,5,5,5,5,5,5,6,4,3,5,1,NA,53,"85741",1,5,5,2,NA,NA,1,1,NA,1,NA," ","Apache","Apache",NA,NA,0,0,4,1,1,1,2,2,0,0,3,2,"I hope and pray that you will use this survey to better understand all people.",1,33.53390503,-112.1722031,-1,0,1
"282","R_3JCuL7AHNBdnPcW","Default Response Set","Anonymous",NA,NA,"73.158.237.70",0,"10/15/2019 10:29","10/15/2019 10:41",1,"Qual2790-0826NativeAmerican2","5da5f3db-6319-4917-9bd6-5c7385acc404",NA,736,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,6,6,2,6,6,2,1,5,4,3,7,6,5,6,7,5,4,5,4,6,3,6,2,4,5,4,6,5,6,6,4,5,2,6,4,5,5,4,5,4,5,4,4,4,4,4,4,5,4,6,5,4,4,4,4,5,5,5,5,5,5,5,6,5,2,5,3,2,6,4,6,1,7,1,7,1,7,4,6,3,6,5,4,3,4,3,4,2,2,6,2,4,4,2,2,4,4,4,2,3,2,1,4,4,3,3,4,2,4,3,3,3,1,3,3,3,2,3,2,NA,30,"94580",5,5,1,4,NA,NA,1,NA,NA,1,NA," ","Dont want to say",NA,NA,NA,1,1,4,1,1,1,2,2,1,NA,3,3," ",1,37.76879883,-122.262001,-1,0,1
"248","R_3phV6HCHfOA9an9","Default Response Set","Anonymous",NA,NA,"174.255.129.215",0,"10/24/2019 9:35","10/24/2019 9:47",1,"Qual2790-0826NativeAmerican2","5db1c4b2-8e2b-3c43-9d78-2f33cbbd41e7",NA,707,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,2,2,5,2,6,6,6,2,4,4,5,2,6,5,6,1,7,5,5,5,4,3,5,5,5,5,7,7,7,7,5,5,2,6,5,7,6,7,7,5,5,4,3,7,5,4,5,7,2,7,3,7,5,3,5,6,5,6,5,6,7,5,6,7,6,7,5,4,7,2,6,2,6,1,7,2,6,3,5,3,5,6,2,5,6,6,5,2,2,2,2,2,2,2,5,7,3,5,2,2,4,6,5,6,6,4,5,1,4,3,6,4,3,5,4,5,6,6,2,NA,6,"74960",2,2,1,3,NA,NA,NA,NA,NA,1,NA," ","Choctaw and Cherokee","Cherokee and Choctaw",NA,NA,1,1,6,1,1,1,4,1,1,NA,4,2," ",1,32.96229553,-94.96029663,-1,0,1
"1195","R_3ilg0a41KdXe75M","Default Response Set","Anonymous",NA,NA,"92.38.132.235",0,"10/24/2019 17:27","10/24/2019 17:32",1,"Qual2790-0826NativeAmerican2","5db2332b-b186-5892-2d6e-9e19d0ea1179",NA,313,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,7,7,7,7,7,6,7,7,6,7,7,7,7,7,7,7,7,6,7,7,7,7,6,7,7,7,7,7,6,7,7,6,7,7,7,7,6,6,7,7,7,7,6,7,7,7,6,7,7,7,6,7,7,7,6,7,7,7,7,7,6,7,6,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,6,7,7,7,6,7,7,7,6,6,6,6,6,5,6,6,5,6,6,6,6,5,5,6,6,1,NA,18,"10022",5,4,1,4,NA,NA,NA,NA,NA,1,NA," ","White",NA,NA,0,1,1,6,1,1,1,2,2,1,NA,2,1,"Very important, good",1,25.78059387,-80.18260193,-1,0,1
"176","R_24r6hL0se8geNpH","Default Response Set","Anonymous",NA,NA,"172.58.143.159",0,"9/25/2019 3:25","9/25/2019 3:48",1,"Qual2790-0826NativeAmerican2","5d8b31e3-e9a5-0ace-8a40-9e94174d464e",NA,1380,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,3,2,4,2,4,3,4,3,7,6,4,4,4,1,6,6,6,6,4,3,5,6,2,6,7,5,6,7,6,7,6,6,1,2,3,3,6,5,6,6,5,4,5,7,7,7,5,7,1,7,6,7,5,6,7,6,6,7,6,7,5,6,6,7,7,4,6,5,7,6,7,7,7,1,7,1,7,5,4,5,5,7,3,7,7,7,7,1,1,4,2,1,2,4,2,4,2,6,2,3,6,4,6,6,6,7,5,5,6,5,5,7,7,6,5,7,3,4,2,NA,40,"72076",3,3,1,6,NA,NA,NA,NA,NA,1,NA," ","Cherokee","Cherokee",NA,NA,1,1,6,1,1,1,2,3,1,NA,2,2," ",1,41.92300415,-87.75309753,-1,0,1
"231","R_2zCrbmZSRPdAXKz","Default Response Set","Anonymous",NA,NA,"147.206.20.13",0,"9/25/2019 13:25","9/25/2019 13:55",1,"Qual2790-0826NativeAmerican2","5d8bbf1c-208a-a5d9-46f8-56ef129db6b3",NA,1779,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,1,3,3,2,6,7,4,1,5,5,1,1,1,4,2,6,6,5,2,1,2,4,5,2,3,4,7,2,6,4,4,6,4,5,4,4,5,6,5,5,2,4,4,5,5,4,5,7,4,6,3,3,6,3,5,5,5,6,6,6,6,6,3,7,3,4,5,6,4,4,4,4,4,2,6,4,6,7,4,6,3,5,5,5,7,7,7,2,4,2,4,6,4,6,5,4,2,6,4,4,2,1,2,5,3,1,1,1,1,1,4,3,3,1,2,4,2,1,2,NA,24,"70458",3,4,1,2,NA,NA,1,NA,NA,1,NA," ","Choctaw","Choctaw",NA,NA,0,0,1,0,0,2,3,3,0,0,3,3," ",1,29.97340393,-90.08850098,-1,0,1
"895","R_1MWETkUO77kFQrS","Default Response Set","Anonymous",NA,NA,"74.75.90.219",0,"9/23/2019 11:46","9/23/2019 12:04",1,"Qual2790-0826NativeAmerican2","5d8904d9-92ae-ee25-70c0-0ef8ca162164",NA,1080,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,6,5,1,6,6,1,7,7,2,2,6,6,6,5,5,6,6,7,2,2,2,2,4,6,6,6,7,7,7,6,6,6,1,7,7,7,7,6,7,6,6,6,6,7,7,6,6,6,2,7,6,7,7,4,6,7,6,7,7,7,7,7,5,6,5,4,6,6,6,2,6,2,6,2,6,2,6,4,6,2,6,5,5,6,6,5,6,2,2,2,5,2,6,5,2,4,4,4,2,3,2,3,2,3,3,3,3,1,1,1,3,2,1,2,1,2,1,3,2,NA,50,"3431",2,5,7,2,NA,NA,1,NA,NA,NA,NA," ","Seminole","Seminole",NA,NA,0,0,2,0,1,2,2,3,0,0,2,2,"No",1,42.96270752,-72.29550171,-1,0,1
"45","R_32KJ8ARLAt8O96O","Default Response Set","Anonymous",NA,NA,"104.177.136.142",0,"10/15/2019 9:34","10/15/2019 9:47",1,"Qual2790-0826NativeAmerican2","5da5e701-ef02-63ad-3b24-90e496314e95",6046844,788,TRUE," "," ","H"," "," ",NA,NA,1," ","4470",4,3,6,2,5,4,4,4,3,4,4,4,4,6,4,4,6,6,6,4,5,4,5,5,6,4,4,4,5,4,4,5,4,4,4,4,3,4,4,3,6,5,5,5,4,5,6,4,4,5,5,6,6,5,4,5,6,4,5,3,4,4,3,4,5,4,5,4,4,4,4,5,5,4,2,6,4,2,5,4,4,5,5,3,6,5,4,4,5,5,5,4,5,5,4,5,4,4,4,5,5,5,1,3,4,2,4,3,2,2,3,2,2,3,4,4,4,2,2,2,NA,40,"54303",1,4,7,5,NA,NA,1,NA,NA,1,NA," ","bad river","Sioux",NA,NA,0,1,2,0,1,1,2,3,1,NA,2,2," ",1,44.83299255,-91.51249695,-1,0,1
"657","Thank you","1","38.10249329",-122.2131958,-1,"0",1,"","",NA,"","",NA,NA,NA,"","","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
